question_id,intent,rewritten_intent,snippet
11331982,How to remove any URL within a string in Python,remove any url within string `text`,"text = re.sub('^https?:\\/\\/.*[\\r\\n]*', '', text, flags=re.MULTILINE)"
34945274,How to find all elements in a numpy 2-dimensional array that match a certain list?,"replace all elements in array `A` that are not present in array `[1, 3, 4]` with zeros","np.where(np.in1d(A, [1, 3, 4]).reshape(A.shape), A, 0)"
15819980,Calculate mean across dimension in a 2D array,calculate mean across dimension in a 2d array `a`,"np.mean(a, axis=1)"
19894365,Running R script from python,running r script '/pathto/MyrScript.r' from python,"subprocess.call(['/usr/bin/Rscript', '--vanilla', '/pathto/MyrScript.r'])"
19894365,Running R script from python,run r script '/usr/bin/Rscript --vanilla /pathto/MyrScript.r',"subprocess.call('/usr/bin/Rscript --vanilla /pathto/MyrScript.r', shell=True)"
15907200,How to add a header to a csv file in Python?,add a header to a csv file,writer.writeheader()
33058590,Pandas Dataframe: Replacing NaN with row average,replacing nan in the dataframe `df` with row average,"df.fillna(df.mean(axis=1), axis=1)"
12400256,Python: Converting Epoch time into the datetime,Convert unix timestamp '1347517370' to formatted string '%Y-%m-%d %H:%M:%S',"time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))"
1269217,Calling a base class's classmethod in Python,Call a base class's class method `do` from derived class `Derived`,"super(Derived, cls).do(a)"
23359886,selecting rows in numpy ndarray based on the value of two columns,"selecting rows in Numpy ndarray 'a', where the value in the first column is 0 and value in the second column is 1","a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
4383082,Python regex separate space-delimited words into a list,separate words delimited by one or more spaces into a list,"re.split(' +', 'hello world sample text')"
14637696,Length of longest word in a list,length of longest element in list `words`,"len(max(words, key=len))"
3933478,accessing python dictionary,get the value associated with unicode key 'from_user' of first dictionary in list `result`,result[0]['from_user']
39112645,Save line in file to list,Retrieve each line from a file 'File.txt' as a list,[line.split() for line in open('File.txt')]
1031851,Python: Best Way to Exchange Keys with Values in a Dictionary?,swap keys with values in a dictionary `a`,"res = dict((v, k) for k, v in a.items())"
8577137,creating a tmp file in python,Open a file `path/to/FILE_NAME.ext` in write mode,"new_file = open('path/to/FILE_NAME.ext', 'w')"
17926273,How to count distinct values in a column of a pandas group by object?,,"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()"
3735814,Check for a key pattern in a dictionary in python,Check if any key in the dictionary `dict1` starts with the string `EMP$$`,any(key.startswith('EMP$$') for key in dict1)
3735814,Check for a key pattern in a dictionary in python,create list of values from dictionary `dict1` that have a key that starts with 'EMP$$',"[value for key, value in list(dict1.items()) if key.startswith('EMP$$')]"
26097916,"python, best way to convert a pandas series into a pandas dataframe",convert a pandas series `sf` into a pandas dataframe `df` with columns `email` and `list`,"pd.DataFrame({'email': sf.index, 'list': sf.values})"
4048964,printing tab-separated values of a list,print elements of list `list` seperated by tabs `\t`,"print('\t'.join(map(str, list)))"
3182716,Python unicode string with UTF-8?,print unicode string '\xd0\xbf\xd1\x80\xd0\xb8' with utf-8,print('\xd0\xbf\xd1\x80\xd0\xb8'.encode('raw_unicode_escape'))
3182716,Python unicode string with UTF-8?,Encode a latin character in string `Sopet\xc3\xb3n` properly,'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8')
1405602,How to adjust the quality of a resized image in Python Imaging Library?,"resized image `image` to width, height of `(x, y)` with filter of `ANTIALIAS`","image = image.resize((x, y), Image.ANTIALIAS)"
35622945,"Regex, find pattern only in middle of string","regex, find ""n""s only in the middle of string `s`","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)"
5306756,how to show Percentage in python,display the float `1/3*100` as a percentage,print('{0:.0f}%'.format(1.0 / 3 * 100))
2878084,Sort a list of dicts by dict values,sort a list of dictionary `mylist` by the key `title`,mylist.sort(key=lambda x: x['title'])
2878084,Sort a list of dicts by dict values,sort a list `l` of dicts by dict value 'title',l.sort(key=lambda x: x['title'])
2878084,Sort a list of dicts by dict values,"sort a list of dictionaries by the value of keys 'title', 'title_url', 'id' in ascending order.","l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))"
9323159,finding n largest differences between two lists,find 10 largest differences between each respective elements of list `l1` and list `l2`,"heapq.nlargest(10, range(len(l1)), key=lambda i: abs(l1[i] - l2[i]))"
29877663,Finding multiple attributes within the span tag in Python,BeautifulSoup find all 'span' elements in HTML string `soup` with class of 'starGryB sp',"soup.find_all('span', {'class': 'starGryB sp'})"
24189150,Pandas writing dataframe to other postgresql schema,write records in dataframe `df` to table 'test' in schema 'a_schema',"df.to_sql('test', engine, schema='a_schema')"
30766151,Regular Expression to find brackets in a string,Extract brackets from string `s`,"brackets = re.sub('[^(){}[\\]]', '', s)"
1143379,Removing duplicates from list of lists in Python,remove duplicate elements from list 'L',"list(dict((x[0], x) for x in L).values())"
12330522,Reading a file without newlines,read a file `file` without newlines,[line.rstrip('\n') for line in file]
364621,get item's position in a list,get the position of item 1 in `testlist`,"[i for (i, x) in enumerate(testlist) if (x == 1)]"
364621,get item's position in a list,get the position of item 1 in `testlist`,"for i in [i for (i, x) in enumerate(testlist) if (x == 1)]:
    pass"
364621,get item's position in a list,get the position of item 1 in `testlist`,"for i in (i for (i, x) in enumerate(testlist) if (x == 1)):
    pass"
364621,get item's position in a list,get the position of item 1 in `testlist`,"gen = (i for (i, x) in enumerate(testlist) if (x == 1))
for i in gen:
    pass"
364621,get item's position in a list,get the position of item `element` in list `testlist`,print(testlist.index(element))
364621,get item's position in a list,get the position of item `element` in list `testlist`,"try:
    print(testlist.index(element))
except ValueError:
    pass"
13145368,Find the maximum value in a list of tuples in Python,find the first element of the tuple with the maximum second element in a list of tuples `lis`,"max(lis, key=lambda item: item[1])[0]"
13145368,Find the maximum value in a list of tuples in Python,get the item at index 0 from the tuple that has maximum value at index 1 in list `lis`,"max(lis, key=itemgetter(1))[0]"
2689189,How do I simulate a progress counter in a command line application in Python?,Make a delay of 1 second,time.sleep(1)
12485244,Tuple conversion to a string,convert list of tuples `L` to a string,""""""", """""".join('(' + ', '.join(i) + ')' for i in L)"
755857,Default value for field in Django model,Django set default value of field `b` equal to '0000000',"b = models.CharField(max_length=7, default='0000000', editable=False)"
16193578,How do I perform secondary sorting in python?,Sort lis `list5` in ascending order based on the degrees value of its elements,"sorted(list5, lambda x: (degree(x), x))"
16193578,How do I perform secondary sorting in python?,,"sorted(list5, key=lambda vertex: (degree(vertex), vertex))"
16041405,Python: convert list to generator,convert a list  into a generator object,"(n for n in [1, 2, 3, 5])"
18837607,Remove multiple items from list in Python,remove elements from list `oldlist` that have an index number mentioned in list `removelist`,"newlist = [v for i, v in enumerate(oldlist) if i not in removelist]"
4710067,Deleting a specific line in a file (python),Open a file `yourfile.txt` in write mode,"f = open('yourfile.txt', 'w')"
7373219,Attribute getters in python,get attribute 'attr' from object `obj`,"getattr(obj, 'attr')"
8171751,How do I convert tuple of tuples to list in one line (pythonic)?,"convert tuple of tuples `(('aa',), ('bb',), ('cc',))` to tuple","from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',)))"
8171751,How do I convert tuple of tuples to list in one line (pythonic)?,"convert tuple of tuples `(('aa',), ('bb',), ('cc',))` to list in one line","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))"
28986489,Python Pandas: How to replace a characters in a column of a dataframe?,,"df['range'].replace(',', '-', inplace=True)"
19339,inverse of zip,"unzip the list `[('a', 1), ('b', 2), ('c', 3), ('d', 4)]`","zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])"
19339,inverse of zip,unzip list `original`,"result = ([a for (a, b) in original], [b for (a, b) in original])"
19339,inverse of zip,unzip list `original` and return a generator,"result = ((a for (a, b) in original), (b for (a, b) in original))"
19339,inverse of zip,"unzip list `[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e', )]`","zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])"
19339,inverse of zip,"unzip list `[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e', )]` and fill empty results with None","map(None, *[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])"
1960516,Python JSON serialize a Decimal object,encode `Decimal('3.9')` to a JSON string,json.dumps(Decimal('3.9'))
1024847,Add key to a dictionary,"Add key ""mynewkey"" to dictionary `d` with value ""mynewvalue""",d['mynewkey'] = 'mynewvalue'
1024847,Add key to a dictionary,Add key 'a' to dictionary `data` with value 1,"data.update({'a': 1, })"
1024847,Add key to a dictionary,Add key 'a' to dictionary `data` with value 1,data.update(dict(a=1))
1024847,Add key to a dictionary,Add key 'a' to dictionary `data` with value 1,data.update(a=1)
35837346,Is there a one line code to find maximal value in a matrix?,find maximal value in matrix `matrix`,max([max(i) for i in matrix])
20457038,Python - how to round down to 2 decimals,Round number `answer` to 2 precision after the decimal point,"answer = str(round(answer, 2))"
2890896,Extract IP address from an html string (python),extract ip address from an html string,"ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)"
29836836,How do I filter a pandas DataFrame based on value counts?,filter dataframe `df` by values in column `A` that appear more than once,df.groupby('A').filter(lambda x: len(x) > 1)
2545397,Converting a string into a list in Python,append each line in file `myfile` into a list,[x for x in myfile.splitlines() if x != '']
2545397,Converting a string into a list in Python,Get a list of integers `lst` from a file `filename.txt`,"lst = map(int, open('filename.txt').readlines())"
35420052,Adding Colorbar to a Spectrogram,add color bar with image `mappable` to plot `plt`,"plt.colorbar(mappable=mappable, cax=ax3)"
29903025,Count most frequent 100 words from sentences in Dataframe Pandas,count most frequent 100 words in column 'text' of dataframe `df`,Counter(' '.join(df['text']).split()).most_common(100)
16330838,Python split a string using regex,,"re.findall('(.+?):(.+?)\\b ?', text)"
7378180,Generate all subsets of size k (containing k elements) in Python,"generate all 2-element subsets of tuple `(1, 2, 3)`","list(itertools.combinations((1, 2, 3), 2))"
4530069,"Python: How to get a value of datetime.today() that is ""timezone aware""?",get a value of datetime.today() in the UTC time zone,datetime.now(pytz.utc)
4842956,Python: How to remove empty lists from a list?,Get a new list `list2`by removing empty list from a list of lists `list1`,list2 = [x for x in list1 if x != []]
4842956,Python: How to remove empty lists from a list?,Create `list2` to contain the lists from list `list1` excluding the empty lists from `list1`,list2 = [x for x in list1 if x]
9262278,Django view returning json without using template,Django response with JSON `data`,"return HttpResponse(data, mimetype='application/json')"
17284947,regex to get all text outside of brackets,get all text that is not enclosed within square brackets in string `example_str`,"re.findall('(.*?)\\[.*?\\]', example_str)"
17284947,regex to get all text outside of brackets,Use a regex to get all text in a string `example_str` that is not surrounded by square brackets,"re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)"
14182339,Matching multiple regex patterns with the alternation operator?,"get whatever is between parentheses as a single match, and any char outside as an individual match in string '(zyx)bc'","re.findall('\\(.+?\\)|\\w', '(zyx)bc')"
14182339,Matching multiple regex patterns with the alternation operator?,match regex '\\((.*?)\\)|(\\w)' with string '(zyx)bc',"re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')"
14182339,Matching multiple regex patterns with the alternation operator?,match multiple regex patterns with the alternation operator `|` in a string `(zyx)bc`,"re.findall('\\(.*?\\)|\\w', '(zyx)bc')"
7126916,Perform a string operation for every element in a Python list,formate each string cin list `elements` into pattern '%{0}%',elements = ['%{0}%'.format(element) for element in elements]
3595685,start python script as background process from within a python script,Open a background process 'background-process' with arguments 'arguments',"subprocess.Popen(['background-process', 'arguments'])"
18453566,Python dictionary: Get list of values for list of keys,get list of values from dictionary 'mydict' w.r.t. list of keys 'mykeys',[mydict[x] for x in mykeys]
12692135,Create dictionary from lists of keys and multiple values,"convert list `[('Name', 'Joe'), ('Age', 22)]` into a dictionary","dict([('Name', 'Joe'), ('Age', 22)])"
14401047,Numpy - Averaging multiple columns of a 2D array,average each two columns of array `data`,"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)"
18886596,Replace all quotes in a string with escaped quotes?,double backslash escape all double quotes in string `s`,"print(s.encode('unicode-escape').replace('""', '\\""'))"
5932059,Partitioning a string in Python by a regular expression,split a string into a list of words and whitespace,"re.split('(\\W+)', s)"
9938130,plotting stacked barplots on a panda data frame,,"df.plot(kind='barh', stacked=True)"
35945473,How to reverse a dictionary in Python?,reverse the keys and values in a dictionary `myDictionary`,{i[1]: i[0] for i in list(myDictionary.items())}
30729735,finding index of multiple items in a list,finding the index of elements containing substring 'how' and 'what' in a list of strings 'myList'.,"[i for i, j in enumerate(myList) if 'how' in j.lower() or 'what' in j.lower()]"
1303243,find out if a Python object is a string,check if object `obj` is a string,"isinstance(obj, str)"
1303243,find out if a Python object is a string,check if object `o` is a string,"isinstance(o, str)"
1303243,find out if a Python object is a string,check if object `o` is a string,(type(o) is str)
1303243,find out if a Python object is a string,check if `obj_to_test` is a string,"isinstance(obj_to_test, str)"
8177079,take the content of a list and append it to another list,append list `list1` to `list2`,list2.extend(list1)
8177079,take the content of a list and append it to another list,append list `mylog` to `list1`,list1.extend(mylog)
8177079,take the content of a list and append it to another list,append list `a` to `c`,c.extend(a)
8177079,take the content of a list and append it to another list,append items in list `mylog` to `list1`,"for line in mylog:
    list1.append(line)"
4126227,Appending tuples to lists,append a tuple of elements from list `a` with indexes '[0][0] [0][2]' to list `b`,"b.append((a[0][0], a[0][2]))"
34902378,Where do I get a SECRET_KEY for Flask?,Initialize `SECRET_KEY` in flask config with `Your_secret_string `,app.config['SECRET_KEY'] = 'Your_secret_string'
22799300,How to unpack a Series of tuples in Pandas?,unpack a series of tuples in pandas into a DataFrame with column names 'out-1' and 'out-2',"pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)"
1762484,"How to find the position of an element in a list , in Python?",find the index of an element 'MSFT' in a list `stocks_list`,[x for x in range(len(stocks_list)) if stocks_list[x] == 'MSFT']
3464359,Is it possible to wrap the text of xticks in matplotlib in python?,rotate the xtick labels of matplotlib plot `ax` by `45` degrees to make long labels readable,"ax.set_xticklabels(labels, rotation=45)"
875968,How to remove symbols from a string with Python?,remove symbols from a string `s`,"re.sub('[^\\w]', ' ', s)"
31258561,get current directory - Python,Get the current directory of a script,os.path.basename(os.path.dirname(os.path.realpath(__file__)))
34750084,Regex and Octal Characters,Find octal characters matches from a string `str` using regex,"print(re.findall(""'\\\\[0-7]{1,3}'"", str))"
13209288,Python split string based on regex,split string `input` based on occurrences of regex pattern '[ ](?=[A-Z]+\\b)',"re.split('[ ](?=[A-Z]+\\b)', input)"
13209288,Python split string based on regex,Split string `input` at every space followed by an upper-case letter,"re.split('[ ](?=[A-Z])', input)"
24642040,Using Python Requests to send file and JSON in single request,send multipart encoded file `files` to url `url` with headers `headers` and metadata `data`,"r = requests.post(url, files=files, headers=headers, data=data)"
4290716,How to write bytes to a file in Python 3 without knowing the encoding?,write bytes `bytes_` to a file `filename` in python 3,"open('filename', 'wb').write(bytes_)"
33078554,Mapping dictionary value to list,get a list from a list `lst` with values mapped into a dictionary `dct`,[dct[k] for k in lst]
15247628,How to find duplicate names using pandas?,find duplicate names in column 'name' of the dataframe `x`,x.set_index('name').index.get_duplicates()
783897,Truncating floats in Python,truncate float 1.923328437452 to 3 decimal places,"round(1.923328437452, 3)"
22859493,Order list by date (String and datetime),sort list `li` in descending order based on the date value in second element of each list in list `li`,"sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)"
29394552,Move radial tick labels on a polar plot in matplotlib,place the radial ticks in plot `ax` at 135 degrees,ax.set_rlabel_position(135)
3320406,How to check if a path is absolute path or relative path in cross platform way with Python?,check if path `my_path` is an absolute path,os.path.isabs(my_path)
2212433,Counting the Number of keywords in a dictionary in python,get number of keys in dictionary `yourdict`,len(list(yourdict.keys()))
2212433,Counting the Number of keywords in a dictionary in python,count the number of keys in dictionary `yourdictfile`,len(set(open(yourdictfile).read().split()))
20067636,Pandas dataframe get first row of each group,pandas dataframe get first row of each group by 'id',df.groupby('id').first()
40924332,Splitting a list in a Pandas cell into multiple columns,split a list in first column  into multiple columns keeping other columns as well in pandas data frame,"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)"
30759776,Extracting specific src attributes from script tags,"extract attributes 'src=""js/([^""]*\\bjquery\\b[^""]*)""' from string `data`","re.findall('src=""js/([^""]*\\bjquery\\b[^""]*)""', data)"
25388796,Most efficient way to convert items of a list to int and sum them up,"Sum integers contained in strings in list `['', '3.4', '', '', '1.0']`","sum(int(float(item)) for item in [_f for _f in ['', '3.4', '', '', '1.0'] if _f])"
804995,How to use subprocess when multiple arguments contain spaces?,Call a subprocess with arguments `c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat` that may contain spaces,subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat'])
26441253,how to reverse a priority queue in Python without using classes?,reverse a priority queue `q` in python without using classes,"q.put((-n, n))"
18897261,pandas plot dataframe barplot with colors by category,make a barplot of data in column `group` of dataframe `df` colour-coded according to list `color`,"df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])"
373194,Python regex for MD5 hash,find all matches of regex pattern '([a-fA-F\\d]{32})' in string `data`,"re.findall('([a-fA-F\\d]{32})', data)"
518021,Getting the length of an array,Get the length of list `my_list`,len(my_list)
518021,Getting the length of an array,Getting the length of array `l`,len(l)
518021,Getting the length of an array,Getting the length of array `s`,len(s)
518021,Getting the length of an array,Getting the length of `my_tuple`,len(my_tuple)
518021,Getting the length of an array,Getting the length of `my_string`,len(my_string)
40452956,remove escape character from string,"remove escape character from string ""\\a""","""""""\\a"""""".decode('string_escape')"
8687018,Python string replace two things at once?,replace each 'a' with 'b' and each 'b' with 'a' in the string 'obama' in a single pass.,"""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')"
303200,How do I remove/delete a folder that is not empty with Python?,remove directory tree '/folder_name',shutil.rmtree('/folder_name')
13740672,in pandas how can I groupby weekday() for a datetime column?,create a new column `weekday` in pandas data frame `data` based on the values in column `my_dt`,data['weekday'] = data['my_dt'].apply(lambda x: x.weekday())
20950650,How to sort Counter by value? - python,reverse sort Counter `x` by values,"sorted(x, key=x.get, reverse=True)"
20950650,How to sort Counter by value? - python,reverse sort counter `x` by value,"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)"
9775297,Append a NumPy array to a NumPy array,append a numpy array 'b' to a numpy array 'a',"np.vstack((a, b))"
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"print(concatenate((a, b), axis=0))"
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the second axis,"print(concatenate((a, b), axis=1))"
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"c = np.r_[(a[None, :], b[None, :])]"
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"np.array((a, b))"
2805231,"How can I do DNS lookups in Python, including referring to /etc/hosts?",fetch address information for host 'google.com' ion port 80,"print(socket.getaddrinfo('google.com', 80))"
17552997,How to update a subset of a MultiIndexed pandas DataFrame,add a column 'day' with value 'sat' to dataframe `df`,"df.xs('sat', level='day', drop_level=False)"
4356842,How do I return a 401 Unauthorized in Django?,return a 401 unauthorized in django,"return HttpResponse('Unauthorized', status=401)"
13598363,How to dynamically select template directory to be used in flask?,Flask set folder 'wherever' as the default template folder,"Flask(__name__, template_folder='wherever')"
1849375,How do I INSERT INTO t1 (SELECT * FROM t2) in SQLAlchemy?,How do I INSERT INTO t1 (SELECT * FROM t2) in SQLAlchemy?,session.execute('INSERT INTO t1 (SELECT * FROM t2)')
3398589,Sorting a list of lists in Python,sort a list of lists 'c2' such that third row comes first,c2.sort(key=lambda row: row[2])
3398589,Sorting a list of lists in Python,,"c2.sort(key=lambda row: (row[2], row[1], row[0]))"
3398589,Sorting a list of lists in Python,,"c2.sort(key=lambda row: (row[2], row[1]))"
10960463,Non-ASCII characters in Matplotlib,set font `Arial` to display non-ascii characters in matplotlib,"matplotlib.rc('font', **{'sans-serif': 'Arial', 'family': 'sans-serif'})"
20576618,Pandas datetime column to ordinal,Convert  DateTime column 'date' of pandas dataframe 'df' to ordinal,df['date'].apply(lambda x: x.toordinal())
7263824,Get HTML Source of WebElement in Selenium WebDriver using Python,get html source of Selenium WebElement `element`,element.get_attribute('innerHTML')
31793195,Most efficient way to get the integer index of a key in pandas,Get the integer location of a key `bob` in a pandas data frame,df.index.get_loc('bob')
7574841,open a terminal from python,open a 'gnome' terminal from python script and run  'sudo apt-get update' command.,"os.system('gnome-terminal -e \'bash -c ""sudo apt-get update; exec bash""\'')"
10487278,Python - How to declare and add items to an array?,add an item with key 'third_key' and value 1 to an dictionary `my_dict`,my_dict.update({'third_key': 1})
10487278,Python - How to declare and add items to an array?,declare an array,my_list = []
10487278,Python - How to declare and add items to an array?,Insert item `12` to a list `my_list`,my_list.append(12)
10155684,Add entry to list and remove first one in Python,add an entry 'wuggah' at the beginning of list `myList`,"myList.insert(0, 'wuggah')"
3519125,Converting a hex-string representation to actual bytes in Python,convert a hex-string representation to actual bytes,"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')"
40144769,How to select the last column of dataframe,select the last column of dataframe `df`,df[df.columns[-1]]
30787901,How to get a value from a Pandas DataFrame and not the index and object type,get the first value from dataframe `df` where column 'Letters' is equal to 'C',"df.loc[df['Letters'] == 'C', 'Letters'].values[0]"
18730044,Converting two lists into a matrix,"converting two lists `[1, 2, 3]` and `[4, 5, 6]` into a matrix","np.column_stack(([1, 2, 3], [4, 5, 6]))"
402504,determine the variable type,get the type of `i`,type(i)
402504,determine the variable type,determine the type of variable `v`,type(v)
402504,determine the variable type,get the type of variable `variable_name`,print(type(variable_name))
2300756,Get the nth item of a generator in Python,get the 5th item of a generator,"next(itertools.islice(range(10), 5, 5 + 1))"
20056548,printing double quotes around a variable,Print a string `word` with string format,"print('""{}""'.format(word))"
8546245,Python concat string with list,join a list of strings `list` using a space ' ',""""""" """""".join(list)"
2276416,Extending a list of lists in Python?,create list `y` containing two empty lists,y = [[] for n in range(2)]
3925614,How do you read a file into a list in Python?,read a file 'C:/name/MyDocuments/numbers' into a list `data`,"data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]"
22187233,How to delete all instances of a character in a string in python?,delete all occurrences of character 'i' in string 'it is icy',""""""""""""".join([char for char in 'it is icy' if char != 'i'])"
22187233,How to delete all instances of a character in a string in python?,delete all instances of a character 'i' in a string 'it is icy',"re.sub('i', '', 'it is icy')"
22187233,How to delete all instances of a character in a string in python?,"delete all characters ""i"" in string ""it is icy""","""""""it is icy"""""".replace('i', '')"
13413590,How to drop rows of Pandas DataFrame whose value in certain columns is NaN,"Drop rows of pandas dataframe `df` having NaN in column at index ""1""",df.dropna(subset=[1])
598398,Searching a list of objects in Python,"get elements from list `myList`, that have a field `n` value 30",[x for x in myList if x.n == 30]
10351772,converting list of string to list of integer,converting list of strings `intstringlist` to list of integer `nums`,nums = [int(x) for x in intstringlist]
10351772,converting list of string to list of integer,convert list of string numbers into list of integers,"map(int, eval(input('Enter the unfriendly numbers: ')))"
493386,print in Python without newline or space,"print ""."" without newline",sys.stdout.write('.')
6569528,Python float to int conversion,round off the float that is the product of `2.52 * 100` and convert it to an int,int(round(2.51 * 100))
3964681,Find all files in directory with extension .txt,"Find all files in directory ""/mydir"" with extension "".txt""","os.chdir('/mydir')
for file in glob.glob('*.txt'):
    pass"
3964681,Find all files in directory with extension .txt,"Find all files in directory ""/mydir"" with extension "".txt""","for file in os.listdir('/mydir'):
    if file.endswith('.txt'):
        pass"
3964681,Find all files in directory with extension .txt,"Find all files in directory ""/mydir"" with extension "".txt""","for (root, dirs, files) in os.walk('/mydir'):
    for file in files:
        if file.endswith('.txt'):
            pass"
20865487,Pandas (python) plot() without a legend,plot dataframe `df` without a legend,df.plot(legend=False)
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","for i in range(256):
    for j in range(256):
        ip = ('192.168.%d.%d' % (i, j))
        print(ip)"
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","for (i, j) in product(list(range(256)), list(range(256))):
    pass"
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","generator = iter_iprange('192.168.1.1', '192.168.255.255', step=1)"
4065737,Python/Numpy: Convert list of bools to unsigned int,Sum the corresponding decimal values for binary values of each boolean element in list `x`,"sum(1 << i for i, b in enumerate(x) if b)"
8691311,Python: How to write multiple strings in one line?,"write multiple strings `line1`, `line2` and `line3` in one line in a file `target`","target.write('%r\n%r\n%r\n' % (line1, line2, line3))"
10632111,How to flatten a hetrogenous list of list into a single list in python?,Convert list of lists `data` into a flat list,"[y for x in data for y in (x if isinstance(x, list) else [x])]"
15392730,"In Python, is it possible to escape newline characters when printing a string?",Print new line character as `\n` in a string `foo\nbar`,print('foo\nbar'.encode('string_escape'))
1010961,String Slicing Python,"remove last comma character ',' in string `s`",""""""""""""".join(s.rsplit(',', 1))"
23855976,Middle point of each pair of an numpy.array,calculate the mean of each element in array `x` with the element previous to it,(x[1:] + x[:-1]) / 2
23855976,Middle point of each pair of an numpy.array,get an array of the mean of each two consecutive values in numpy array `x`,x[:-1] + (x[1:] - x[:-1]) / 2
6375343,Reading unicode elements into numpy array,load data containing `utf-8` from file `new.txt` into numpy array `arr`,"arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')"
1547733,How to sort this list in Python?,reverse sort list of dicts `l` by value for key `time`,"l = sorted(l, key=itemgetter('time'), reverse=True)"
1547733,How to sort this list in Python?,Sort a list of dictionary `l` based on key `time` in descending order,"l = sorted(l, key=lambda a: a['time'], reverse=True)"
37080612,pandas DataFrame filter regex,get rows of dataframe `df` that match regex '(Hel|Just)',df.loc[df[0].str.contains('(Hel|Just)')]
14716342,How do I find the string between two special characters?,"find the string in `your_string` between two special characters ""["" and ""]""","re.search('\\[(.*)\\]', your_string).group(1)"
18684076,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,,"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]"
1666700,How to count the number of times something occurs inside a certain string?,count number of times string 'brown' occurred in string 'The big brown fox is brown',"""""""The big brown fox is brown"""""".count('brown')"
18979111,Sending post data from angularjs to django as JSON and not as raw content,decode json string `request.body` to python dict,json.loads(request.body)
7243750,Download file from web in Python 3,download the file from url `url` and save it under file `file_name`,"urllib.request.urlretrieve(url, file_name)"
743806,Split string into a list,split string `text` by space,text.split()
743806,Split string into a list,"split string `text` by "",""","text.split(',')"
743806,Split string into a list,Split string `line` into a list by whitespace,line.split()
35044115,Replacing characters in a regex,replace dot characters  '.' associated with ascii letters in list `s` with space ' ',"[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]"
38388799,Sort A list of Strings Based on certain field,sort list `list_of_strings` based on second index of each string `s`,"sorted(list_of_strings, key=lambda s: s.split(',')[1])"
9609375,how to call multiple bash functions using | in python,call multiple bash function ‘vasp’ and ‘tee tee_output’ using ‘|’,"subprocess.check_call('vasp | tee tee_output', shell=True)"
37004138,How to eliminate all strings from a list,eliminate all strings from list `lst`,"[element for element in lst if isinstance(element, int)]"
37004138,How to eliminate all strings from a list,get all the elements except strings from the list 'lst'.,"[element for element in lst if not isinstance(element, str)]"
72899,How do I sort a list of dictionaries by values of the dictionary in Python?,Sort a list of dictionaries `list_to_be_sorted` by the value of the dictionary key `name`,"newlist = sorted(list_to_be_sorted, key=lambda k: k['name'])"
72899,How do I sort a list of dictionaries by values of the dictionary in Python?,sort a list of dictionaries `l` by values in key `name` in descending order,"newlist = sorted(l, key=itemgetter('name'), reverse=True)"
72899,How do I sort a list of dictionaries by values of the dictionary in Python?,,list_of_dicts.sort(key=operator.itemgetter('name'))
